Mnemonic,Long Label
PM$%@WORXU.Q.FGI,"World Excluding USA, NIA Imports of Goods & Non-Factor Service Deflator, U.S. Dollar Basis, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2015Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 101 out of 203"
RMSHORTR@LC.Q.FGI,"Latin America and Caribbean, Interest Rate: Short Term, Real, Unit - Percentage, Data edge: 2018Q3, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 12 out of 41"
IFR$%Q@AP.Q.FGI,"Asia-Pacific, Real $ Fixed Investment, Growth Rate, Quarter-on-Quarter, SAAR, Unit - Percent change on previous period, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 15 out of 40"
WPI$%@NEAS.Q.FGBA1,"North East Asia, Wholesale-Producer Price Index, Dollar Basis, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2019Q2, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 1 out of 8"
PGDP%Q@EMU11.Q.FGBA1,"Eurozone, 1999-2000, Gross Domestic Product Deflator, Quarter-on-Quarter Percent Change, SAAR, Unit - Percent change on previous period, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 11"
BPXG%WOR@NAF.Q.FGBA1,"NAFTA, BOP Goods Exports, Percent of World Exports, Unit - Percentage, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 7 out of 204"
WPI%@EME.Q.FGI,"Emerging Europe, Wholesale-Producer Price Index, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 17 out of 30"
IIR$@EMU.Q.FGI,"Eurozone, Real Change in Inventory, US$, Billions - U.S. Dollar - 2015, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 19 out of 19"
GCE@EG4.Q.FGBA1,"European Group of 4, Nominal Government Consumption, euro, Billions - Euro, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 4 out of 4"
GCE@LAM.Q.FGI,"Latin America plus Mexico, Nominal Government Consumption, euro, Billions - Euro, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 11 out of 20"
GCR$%@EMUXG.Q.FGI,"Eurozone Excluding Greece, Real $ Government Consumption, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 18 out of 18"
JSRT$@WEU.Q.FGI,"Western Europe, Index, Retail Sales, Nominal (US$ Value), Unit - Index - 2015, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 17 out of 22"
IRXGD$@ADV.Q.FGBA1,"Advanced economies, Change in international reserves excluding gold, Billions - U.S. Dollar, Data edge: 2019Q2, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 7 out of 32"
JSRTR%Q@AF.Q.FGI,"Africa, Growth Rate, Real Retail Sales Index, LCU, Quarter-on-Quarter, SAAR, Percent Change, Unit - Percent change on previous period, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 1 out of 54"
CR$%@WORXC.Q.FGI,"World Excluding China, Real $ Private Consumption, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2015Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 89 out of 203"
CR@EMUXG.Q.FGBA1,"Eurozone Excluding Greece, Real Private Consumption, lcu, Unit - Euro - 2015, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 18"
NP@AMERS.Q.FGBA1,"Americas, Population: Total, Millions - Persons, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 2 out of 44"
CGSAVE@NOA.Q.FGI,"North Africa, Fiscal Balance: Overall (Government Savings), in euro, central government, Billions - Euro, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 2 out of 7"
RMSHORTR@EURC.Q.FGI,"Europe + CIS (Commonwealth of Independent States), Interest Rate: Short Term, Real, Unit - Percentage, Data edge: 2016Q1, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 37 out of 52"
MBROAD%@ADV.Q.FGBA1,"Advanced economies, Growth Rate, Broad Money Supply, Period End, Year-on-Year Percent Change, lcu, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019"
CPI$@MENOM.Q.FGI,"Middle East and North Africa: Oil Importers, Consumer Price Index, Dollar Basis, Unit - Index - 2015, Data edge: 2019Q3, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 4 out of 6"
JRXRY@OECD.Q.FGBA1,"OECD: Organization for Economic Cooperation and Development, Real exchange rate with Japan (Japanese prices per local prices), Unit - Japanese Yen - 2015, Data edge: 2019Q1, Data source: IHS Markit, Cabinet Office of Japan, International Monetary Fund (IMF), Updated quarterly: last update 26 August 2019"
MBROAD$@EUR.Q.FGBA1,"Europe, Broad Money Supply, Period End, US$, Billions - U.S. Dollar, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 4 out of 41"
BPXGE@EMEA.Q.FGBA1,"EMEA (Europe, Middle East and Africa), BOP Goods Exports, euro, Billions - Euro, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 4 out of 120"
MBROAD@EUNXG.Q.FGI,"EU: European Union excluding U.K., Broad Money Supply, Period End, lcu, Unit - Index, Data edge: 2017Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 26 out of 27"
MR$%@EMU11.Q.FGI,"Eurozone, 1999-2000, Real $ NIA Imports of Goods & Non-Factor Services, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 11 out of 11"
CR%@AMERS.Q.FGBA1,"Americas, Real Private Consumption, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 2 out of 44"
IP%Q@MENOX.Q.FGI,"Middle East & North Africa Oil Exporters, Growth Rate, Industrial Production, Quarter-on-Quarter, SAAR, Percent Change, Unit - Percent change on previous period, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 10 out of 15"
JSRT@WORHI.Q.FGBA1,"World High-Income (percapita income > $5000), Index, Retail Sales, Nominal (SA - Value), Unit - Index - 2015, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 7 out of 65"
RMLONG@MIE.Q.FGI,"Middle East, Interest Rate: Long Term, Unit - Percentage, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 3 out of 14"
PSHI@WORHI.Q.FGBA1,"World High-Income (percapita income > $5000), Nominal share of GDP: Gross Domestic Investment, Unit - Percentage, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 7 out of 65"
JSRT$@MENOM.Q.FGI,"Middle East and North Africa: Oil Importers, Index, Retail Sales, Nominal (US$ Value), Unit - Index - 2015, Data edge: 2019Q3, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 1 out of 6"
JSRT@EUR.Q.FGI,"Europe, Index, Retail Sales, Nominal (SA - Value), Unit - Index - 2015, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 29 out of 41"
GDP@NEAS.Q.FGBA1,"North East Asia, Nominal GDP (Gross Domestic Product), lcu, Unit - U.S. Dollar, Data edge: 2019Q2, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 1 out of 8"
IIE@MENOM.Q.FGI,"Middle East and North Africa: Oil Importers, Nominal Change in Inventory, euro, Billions - Euro, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 3 out of 6"
WPI$%@WOROM.Q.FGBA1,"World Oil Importers, Wholesale-Producer Price Index, Dollar Basis, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2019Q2, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 6 out of 165"
RXEUROEND@EG4.Q.FGBA1,"European Group of 4, Exchange Rate, LCU per euro, Period End, Unit - U.S. Dollar, Data edge: 2019Q2, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 4 out of 4"
GDD$%@EUN.Q.FGBA1,"EU: European Union, Nominal Gross Domestic Demand in U.S. Dollars, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 4 out of 28"
GDPRE%Q@SEAS.Q.FGI,"South-East Asia, Real Euro GDP, Growth Rate, Quarter-on-Quarter, SAAR, Unit - Percent change on previous period, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 6 out of 11"
CUX$%@AS.Q.FGI,"Asia, Growth Rate, Nominal Customs Clearance Exports: Total, Year-on-Year Percent Change, US$, Unit - Percent change year ago, Data edge: 2018Q1, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 5 out of 27"
RXEND@GCC5.Q.FGI,"Gulf Cooperation Council Countries Excluding Saudi Arabia, Exchange Rate, LCU per US$, Period End, Unit - Index, Data edge: 2019Q3, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 5 out of 5"
IRXG$@GCHN.Q.FGI,"Greater China, International Reserves Excluding Gold, US$, Billions - U.S. Dollar, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 3 out of 4"
BPTFNET$@ADVXU.Q.FGBA1,"Advanced Economies Excluding USA (ADVXU), BOP Transfer Payments Balance, US$, Billions - U.S. Dollar, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 6 out of 31"
GDPP$@OECD.Q.FGBA1,"OECD: Organization for Economic Cooperation and Development, Nominal Gross Domestic Product, PPP$, Billions - U.S. Dollar, Data edge: 2018Q4, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 7 out of 32"
RMSHORTR@APEC.Q.FGBA1,"Asia-Pacific Economic Cooperation, Interest Rate: Short Term, Real, Unit - Percentage, Data edge: 2019Q2, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 21"
CPI%@ASEAN.Q.FGI,"Association of South-East Asian Nations, Consumer Price Index, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2019Q3, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 6 out of 10"
SRT%Q@MIE.Q.FGI,"Middle East, Growth Rate, Nominal Retail Sales, Quarter-on-Quarter, SAAR, Percent Change, Unit - Percent change on previous period, Data edge: 2019Q3, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 1 out of 14"
BPMG$%Q@APX3.Q.FGI,"Asia-Pacific Excluding Japan, China, India, BOP Goods Imports, US$, Growth Rate, Quarter-on-Quarter, SAAR, Unit - Percent change on previous period, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 9 out of 37"
XNETE@APEC.Q.FGBA1,"Asia-Pacific Economic Cooperation, Nominal NIA Net Exports, euro, Billions - Euro, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 21"
RMMM@G7.Q.FGBA1,"G7, Interest Rate: Money Market, Unit - Percentage, Data edge: 2019Q2, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 7 out of 7"
BPMG$%@WEHEM.Q.FGBA1,"Western Hemisphere, BOP Goods Imports, US$, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 2 out of 44"
RMSHORTR@APAC.Q.FGI,"Asia-Pacific, Interest Rate: Short Term, Real, Unit - Percentage, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 17 out of 40"
IF$@LEV.Q.FGI,"Levant, Nominal Fixed Investment, US$, Billions - U.S. Dollar, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 2 out of 4"
BPGBAL$@AF.Q.FGI,"Africa, BOP Goods Balance, US$, Billions - U.S. Dollar, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 7 out of 54"
PSHIF@WOROX.Q.FGBA1,"World Oil Exporters, Nominal share of GDP: Fixed Investment, Unit - Percentage, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 1 out of 38"
M1$@LAXB.Q.FGI,"Latin America Excluding Brazil, Money Supply M1, Period End, US$, Billions - U.S. Dollar, Data edge: 2019Q3, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 10 out of 18"
X$%Q@APAC.Q.FGI,"Asia-Pacific, Nominal NIA Exports in U.S. Dollars, Growth Rate, Quarter-on-Quarter, SAAR, Unit - Percent change on previous period, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 18 out of 40"
M3$@EMU11.Q.FGI,"Eurozone, 1999-2000, Money Supply M3, Period End, US$, Billions - U.S. Dollar, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 11 out of 11"
M1$%Q@MENMR.Q.FGI,"Middle East and North Africa: Medium Risk, Growth Rate, Money Supply M1, Period End, Quarter-on-Quarter, SAAR, Percent Change, US$, Unit - Percent change on previous period, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 3 out of 4"
IRXG$%@WEU.Q.FGBA1,"Western Europe, Growth Rate: International Reserves Excluding Gold, US$, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2019Q2, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 4 out of 22"
XE@GULF.Q.FGI,"Persian Gulf Countries, Nominal NIA Exports of Goods & Non-Factor Services, euro, Billions - Euro, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 8 out of 8"
ME%@GCHN.Q.FGI,"Greater China, Nominal NIA Imports in Euros, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 3 out of 4"
CPI$%@CIS.Q.FGI,"CIS: Commonwealth of Independent States, Consumer Price Index, Dollar Basis, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2019Q3, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 4 out of 11"
BPCA$@WORXU.Q.FGI,"World Excluding USA, BOP Current Account Balance, US$, Billions - U.S. Dollar, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 60 out of 203"
CUBAL$@GCC5.Q.FGI,"Gulf Cooperation Council Countries Excluding Saudi Arabia, Nominal Customs Clearance Balance, US$, Billions - U.S. Dollar, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 3 out of 5"
GDPPR$%@EG4.Q.FGBA1,"European Group of 4, Real PPP$ GDP, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2018Q4, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 4 out of 4"
M3$@APX3.Q.FGI,"Asia-Pacific Excluding Japan, China, India, Money Supply M3, Period End, US$, Billions - U.S. Dollar, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 8 out of 37"
GCR%Q@CIS.Q.FGI,"CIS: Commonwealth of Independent States, Real Government Consumption, Growth Rate, Quarter-on-Quarter, SAAR, Unit - Percent change on previous period, Data edge: 2019Q3, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 4 out of 11"
